               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 481,            0.010231,           0.0056118,           0.0025585,             0.99732,                   1,               0.995,             0.92474,           0.0051133,           0.0023641,           0.0012878,            0.000496,            0.000496,            0.000496
                 482,           0.0097967,           0.0048387,           0.0018839,             0.99732,                   1,               0.995,             0.93637,           0.0046967,           0.0022822,           0.0012851,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0097986,           0.0045889,           0.0034253,             0.99731,                   1,               0.995,              0.9389,           0.0049533,           0.0023082,           0.0012794,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0094133,           0.0055663,           0.0031366,             0.99731,                   1,               0.995,              0.9389,           0.0049533,           0.0023082,           0.0012794,           0.0004366,           0.0004366,           0.0004366
                 485,            0.010229,           0.0062825,           0.0030778,             0.99735,                   1,               0.995,             0.93889,           0.0049328,            0.002302,           0.0012762,           0.0004168,           0.0004168,           0.0004168
                 486,            0.011301,            0.005097,           0.0031735,             0.99733,                   1,               0.995,             0.93972,              0.0047,           0.0022693,            0.001273,            0.000397,            0.000397,            0.000397
                 487,            0.011075,           0.0060327,           0.0031545,             0.99732,                   1,               0.995,             0.93532,           0.0046601,           0.0022622,           0.0012698,           0.0003772,           0.0003772,           0.0003772
                 488,            0.009749,           0.0050709,           0.0034001,             0.99732,                   1,               0.995,             0.93532,           0.0046601,           0.0022622,           0.0012698,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0096742,           0.0048618,           0.0025421,             0.99731,                   1,               0.995,             0.93861,           0.0046527,            0.002256,            0.001268,           0.0003376,           0.0003376,           0.0003376
                 490,            0.010069,           0.0048145,           0.0024741,             0.99732,                   1,               0.995,             0.94024,             0.00465,           0.0022537,           0.0012686,           0.0003178,           0.0003178,           0.0003178
                 491,            0.010239,           0.0050093,           0.0048985,             0.99732,                   1,               0.995,             0.94358,           0.0047526,           0.0022586,           0.0012662,            0.000298,            0.000298,            0.000298
                 492,            0.010055,           0.0049011,           0.0021676,             0.99732,                   1,               0.995,             0.94358,           0.0047526,           0.0022586,           0.0012662,           0.0002782,           0.0002782,           0.0002782
                 493,            0.010588,           0.0045676,           0.0022913,             0.99731,                   1,               0.995,             0.94395,           0.0047557,           0.0022596,           0.0012656,           0.0002584,           0.0002584,           0.0002584
                 494,             0.00927,           0.0043443,           0.0026606,             0.99735,                   1,               0.995,             0.94214,           0.0047481,           0.0022562,           0.0012615,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0090905,           0.0048049,           0.0038036,             0.99734,                   1,               0.995,             0.94372,           0.0047319,           0.0022524,           0.0012598,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0098862,           0.0056197,           0.0021141,             0.99734,                   1,               0.995,             0.94372,           0.0047319,           0.0022524,           0.0012598,            0.000199,            0.000199,            0.000199
                 497,           0.0098643,             0.00537,           0.0026347,             0.99733,                   1,               0.995,             0.94383,           0.0047592,           0.0022517,           0.0012592,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0088368,           0.0045355,            0.003447,             0.99733,                   1,               0.995,             0.94396,           0.0047289,           0.0022464,           0.0012595,           0.0001594,           0.0001594,           0.0001594
                 499,           0.0084163,           0.0046892,           0.0024146,             0.99733,                   1,               0.995,             0.93726,           0.0046667,           0.0022433,           0.0012597,           0.0001396,           0.0001396,           0.0001396
